Position Strand Score
547202 + 5.7620
548313 + 5.5719
548416 - 5.2536
548529 - 11.6491
548562 - 6.5048
548776 + 6.5293
548804 - 5.9810
549467 - 6.0692
549846 - 5.5719
550045 - 7.7249
550205 + 5.7773
550236 + 14.3831
550253 + 7.7249
550539 - 5.5719
551051 - 6.6949
551178 + 8.0432
551284 + 5.7184
552149 - 5.3093
552253 - 5.8883
552793 - 7.7249
553356 - 5.2536
553464 + 6.5293
553589 + 7.7249
553610 - 5.2536
553906 - 12.8447
554893 - 6.2858
554899 + 8.0432
555067 + 5.2536
555544 - 6.5048
555710 + 7.2568
555836 - 5.2536
556333 - 5.1628
557097 - 8.0432
557151 - 9.0314
557814 - 9.9642
557840 - 6.2974
558160 + 5.3093
558488 + 6.0957
558557 + 5.2827
558630 - 5.5719
558665 - 9.5551
558756 + 5.1628
559179 - 5.5454
559225 - 7.4929
560139 + 7.2303
560865 + 5.3093
560889 - 9.0314
562370 + 5.3093
562379 + 8.7687
562396 - 9.0314
562501 + 12.4356
562586 + 5.5454
562660 + 5.5454
562812 + 5.5454
562964 + 5.5454
563225 + 5.3093
563251 - 5.5719
563383 - 5.2536
563436 + 6.6747
564701 + 5.5719
564727 - 6.5048
564987 - 5.1565
565118 + 9.0314
566890 + 5.7620
567044 + 6.1509
569272 - 6.1865
569481 - 6.2974
569561 + 6.8212
570826 + 5.1628
571004 + 7.4112
571090 - 8.7687
571225 - 6.0957
571247 - 5.7184
571304 - 5.3529
571598 + 8.4524
571959 - 7.2568
572027 + 6.6747
572536 - 6.5048
572594 - 8.4524
572816 + 6.5048
572999 - 7.0838
573006 - 5.1363
573126 - 6.0692
573375 - 5.2536
573700 + 5.1363
573704 + 5.1363
574447 + 5.5454
574626 - 7.8358
575050 + 5.7773
575200 - 10.7162
575232 - 6.8477
575872 + 8.2333
576811 - 5.3529
577483 + 8.7687
577602 - 7.7249
577666 - 11.6491
578056 - 9.7016
579091 - 5.3093
579624 + 6.2974
579935 + 5.5719
580778 - 7.7249
580980 + 5.2536
581576 - 5.3093
581844 - 8.7687
582023 - 7.2568
582420 - 6.0692
582425 + 12.4356
582544 + 5.3093
582933 - 5.5719
583591 - 5.3529
583998 + 5.2536
584022 + 8.0432
584066 - 7.7249
584211 + 7.7249
584221 - 5.7773
584293 - 7.0838
584709 + 5.2536
584783 - 7.7249
584820 + 5.5719
584968 - 6.2974
584990 + 6.1865
585397 + 9.5551
585437 - 7.7249
585450 + 6.2858
585492 + 6.1509
585530 - 5.5719
585782 - 5.5719
586012 - 5.9810
586130 - 6.6747
586402 + 5.3093
586888 - 7.7249
587328 - 7.0838
587338 + 5.2536
587618 + 9.0314
587622 - 5.3529
587675 - 6.1509
587731 - 7.0838
587783 + 5.2536
587957 - 6.5293
588002 + 8.7687
588335 + 5.5719
588368 + 7.2568
589215 + 5.5719
589238 + 5.5719
589574 - 5.5454
589625 + 5.5719
589751 + 6.2858
589948 + 6.8477
590200 - 6.1865
590360 - 7.7249
590889 - 5.5719
591344 + 6.1865
591480 + 5.7773
591634 + 6.5293
591650 + 5.8883
591857 - 5.7773
592049 + 5.3529
592145 - 5.5719
592485 + 5.1628
592518 - 8.0167
592816 - 8.0167
592894 - 9.5551
593042 + 6.5048
593113 + 5.5719
593365 + 6.5048
593551 + 8.0432
593587 - 7.7249
593776 - 7.7249
594177 - 9.0314
595006 - 9.1778
595040 - 5.5719
595167 + 7.7249
595185 + 7.2568
595980 + 5.1363
596032 + 5.3093
596743 + 6.6747
596813 - 6.1865
597600 + 5.5719
597626 - 5.3093
598081 - 5.3529
598102 + 5.3093
598133 + 6.5048
598595 + 9.0314
599144 + 9.0314
600212 + 5.5454
600265 - 6.6747
600276 + 7.2568
601065 - 11.2400
601169 - 14.3831
601253 + 9.5551
601261 + 6.6747
601283 - 5.2536
601667 + 5.3093
601693 - 5.5719
601916 - 5.2536
601953 - 6.2974
602001 + 5.1628
602065 + 9.5551
602478 - 9.1778
602745 - 10.7162
603404 + 5.7773
603724 + 6.5293
604322 + 9.5551
604437 + 5.1363
604662 - 5.5719
604674 - 13.1875
604679 - 8.0432
604696 - 6.5048
604771 - 5.5719
604783 - 6.8477
604793 - 9.0314
604832 - 5.5719
604844 - 5.5719
604900 + 5.5719
604961 + 6.2974
605017 - 5.7620
605034 - 6.5048
605207 + 5.3093
605697 + 8.0167
605707 - 9.9642
606199 + 6.1865
606300 + 5.2536
606327 + 9.0314
606406 + 8.7687
606442 + 8.7687
606478 + 8.7687
606514 + 8.7687
606550 + 8.7687
606586 + 8.7687
606622 + 8.7687
606658 + 8.7687
606837 + 5.3093
607198 + 8.7687
607804 + 7.0838
608532 + 5.5719
609036 + 6.2974
609124 + 5.1628
609405 + 8.2333
609919 - 6.5293
609966 - 6.5293
610016 + 5.2536
610410 - 5.8883
610508 + 14.3831
610665 - 6.5048
611296 + 11.5027
613249 - 5.7620
613311 - 6.0692
613523 - 5.5719
614079 - 9.9642
614120 - 6.2974
614167 + 8.7687
614324 + 5.3093
614350 - 5.5719
615008 - 5.5719
615295 - 11.6491
615615 - 6.0957
615687 - 6.0957
616006 + 6.0957
616038 - 6.5048
617014 - 5.1628
617342 - 7.7249
617944 - 6.5293
618101 + 6.4783
618356 + 5.5719
619028 + 9.7016
619188 + 7.2568
619374 + 9.0314
619547 + 9.0314
619731 + 5.1363
619949 - 8.7687
620039 - 5.7773
620599 + 6.1865
621012 + 5.5719
621571 - 6.8212
622203 - 5.3093
622214 + 5.3529
622223 - 6.1509
622290 - 5.2827
622502 + 6.5048
622584 - 10.3071
622868 - 11.6491
622918 - 6.5293
623061 + 5.1628
623093 + 6.2974
623822 - 6.5293
624053 + 10.8971
624157 + 6.5293
624340 + 5.2827
624408 - 6.0957
624422 + 5.5454
624759 + 7.7249
624929 - 5.2536
625401 + 6.8212
625672 + 6.2858
625926 + 6.1865
626124 - 8.7687
626259 - 5.2536
626372 - 5.1363
626517 - 6.5048
626915 + 8.0432
627126 - 8.0167
627370 - 5.7773
627588 - 8.0432
627803 + 7.6076
627949 - 5.2536
628154 + 7.7249
629008 + 9.7016
629011 - 9.9642
629854 + 5.5719
629864 + 6.0957
629995 + 5.7773
630093 + 8.7687
630363 + 6.1865
630734 + 8.7687
630906 - 8.0432
631480 + 5.3529
631927 + 5.5719
631953 - 5.3093
632307 + 5.2536
632388 - 6.8212
632526 + 5.1628
633069 - 5.9810
633117 + 8.0432
633170 + 9.9642
633459 + 8.2333
633692 - 6.8212
633733 + 8.0167
633879 + 8.6223
633883 + 8.0167
633933 + 5.1363
634146 + 5.5719
634169 + 6.0957
634692 - 7.7249
634738 - 5.7773
634914 - 7.7249
635660 + 14.3831
635794 + 5.3093
636784 - 5.5719
636854 - 5.2536
637654 + 7.4929
638039 + 5.5719
638166 + 5.2536
638605 - 6.2974
638657 + 6.1509
638661 + 6.8212
638816 + 5.2536
638918 + 5.3529
639140 - 5.2536
639483 - 5.2536
639700 + 8.0432
639910 + 8.7687
639965 - 9.0314
640072 + 5.2536
640104 + 5.5719
640321 + 9.5551
640402 - 5.7773
640729 - 7.2303
641059 + 7.2303
641214 - 5.5719
641389 + 5.5719
641703 - 5.7773
642004 + 6.2974
642202 - 6.5293
642334 - 8.0432
642355 + 7.0838
642637 - 5.5719
642714 - 8.7687
643203 - 6.6747
643215 - 8.7687
643335 + 5.5719
643532 + 8.6223
643560 + 8.0167
643837 + 8.0432
644472 - 5.1628
644628 + 6.5293
645282 - 5.5454
645559 - 5.5719
646318 - 5.5719
646610 - 5.5454
646824 + 5.5719
646849 - 5.3093
647139 - 10.7162
647188 - 6.8212
647486 + 8.7687
647500 + 8.7687
647833 - 5.5454
647905 + 7.0838
648171 - 6.6747
648223 - 5.5719
648340 - 7.7249
649187 + 7.2303
649213 + 6.1865
649528 + 9.0314
650129 + 5.3093
650197 + 5.5719
650314 + 5.2536
650356 + 5.2536
650394 + 5.2536
650434 + 5.2536
650476 + 5.2536
650526 + 5.2536
650562 + 5.2536
650600 + 5.2536
650640 + 5.2536
650678 + 5.2536
650716 + 5.2536
650758 + 5.2536
650798 + 5.2536
650836 + 5.2536
650874 + 5.2536
650910 + 5.2536
650946 + 5.2536
650986 + 5.2536
651024 + 5.2536
651060 + 5.2536
651096 + 5.2536
651132 + 5.2536
651172 + 5.2536
651210 + 5.2536
651248 + 5.2536
651288 + 5.2536
651334 + 5.2536
651370 + 5.2536
651410 + 5.2536
651448 + 5.2536
651488 + 5.2536
651526 + 5.2536
651562 + 5.2536
651598 + 5.2536
651848 + 5.5719
651969 + 5.5719
652747 + 7.0838
652791 + 6.2974
653103 + 5.3093
653129 - 5.5719
654050 + 7.6076
655183 + 5.5719
655428 + 6.2974
655750 - 5.2536
655764 - 11.9118
655901 - 5.7773
656079 + 6.1865
656278 + 5.1363
656595 - 7.2303
657175 - 5.3093
657290 - 5.5719
657618 + 5.3093
657644 - 5.5719
657838 + 5.8883
657927 - 5.2536
658012 - 5.8883
658049 + 5.3093
658331 + 5.1363
658610 - 5.3529
658632 - 6.8212
658746 - 7.0838
658793 - 7.7249
658888 + 7.0838
659146 - 6.6747
659227 + 5.5719
659313 - 11.6491
659421 - 8.4524
659607 - 6.8477
659778 - 6.8477
660059 - 5.3093
660327 - 6.5293
660592 + 7.7249
660656 + 8.0432
661075 + 5.8883
661334 + 5.3529
661360 + 5.2536
661566 - 6.1865
661656 + 8.0432
661749 + 9.0314
661759 + 5.5719
662036 + 8.0167
662276 - 5.5719
662314 + 5.5719
662626 + 5.7773
662791 + 5.2536
662836 + 8.0432
663164 - 6.5293
663353 - 5.2536
663603 - 9.0314
663810 + 5.7773
665077 - 7.7249
665178 - 5.5719
665240 - 7.7249
665465 - 5.2536
665578 + 5.1628
665753 - 6.5293
665888 + 5.8883
666006 + 7.7541
666056 + 9.9642
666164 + 5.5719
666206 + 9.9642
666357 + 5.7773
666374 - 5.2536
666952 - 8.7687
667007 - 5.5719
667022 + 10.8971
667579 + 7.7249
667881 + 6.4121
668070 + 11.5027
668426 + 6.2858
668437 + 6.4783
668449 - 6.4783
668567 - 6.5048
668809 + 6.8477
668950 + 5.5719
669204 + 5.7773
669207 - 11.6491
669659 + 5.5454
669969 + 5.5719
670485 - 5.1628
670510 - 6.5048
670595 + 5.2536
670895 - 11.2400
671113 + 6.5293
671123 - 6.1509
671242 + 7.7249
671965 + 5.5719
671984 + 6.1865
671991 - 5.3093
672113 + 6.2974
672692 + 6.2974
672907 + 5.5719
672956 - 5.2536
673066 - 6.2974
673137 + 11.6491
673180 + 11.6491
673223 + 11.6491
673345 + 6.6747
673402 + 8.3596
673469 + 8.4258
673625 + 11.5027
674173 - 5.7773
675245 + 11.6491
675473 + 7.7249
675774 - 5.5719
676393 - 9.0314
676707 + 5.5719
676733 - 6.5048
676990 - 7.7249
677153 + 6.6949
677579 + 7.2568
677696 + 6.5048
678080 + 7.7249
678333 + 9.1778
678446 - 5.3093
678483 + 7.2568
678551 - 6.1865
678767 + 5.3529
678806 - 5.2536
678986 - 6.5048
679266 + 7.0838
679461 + 5.8883
679465 + 9.7016
679781 + 14.3831
680020 - 6.5048
680185 - 7.2568
680526 - 5.9810
680722 + 6.5048
680793 + 5.4792
680926 + 8.0167
680937 + 8.2333
681531 - 11.5027
682157 + 6.5293
682219 - 6.2974
682438 + 5.3529
682452 + 5.2536
682746 + 7.2303
682790 + 7.2568
682946 + 7.7249
683434 - 7.2303
683651 + 8.4524
683925 + 6.2974
684186 + 7.7249
684215 + 5.7773
684330 + 5.7773
684511 - 7.7249
684845 + 12.8447
684894 + 5.3093
684951 - 5.5719
684973 - 5.3093
685473 - 5.2536
685561 + 5.7773
685595 + 5.2536
686021 + 9.5551
686579 - 5.5719
687139 + 8.0432
687166 + 5.1628
687263 - 8.4524
687288 + 5.7773
687486 + 6.1865
688326 + 6.1865
688620 + 7.7249
689034 + 6.5048
689166 - 8.4524
689265 - 8.7687
689546 + 5.9810
689630 - 5.5719
689666 - 7.7249
689719 + 5.2536
689736 + 5.8883
689830 + 9.7016
690001 + 7.7249
690241 - 5.5719
690275 - 6.1865
690536 - 5.8883
690984 + 6.5293
691665 - 12.8447
691701 - 6.1865
691777 - 5.1628
691879 - 5.1628
692366 - 6.1865
692448 + 6.1509
692658 + 8.0167
692732 + 5.3093
692758 - 8.0432
693070 - 8.0167
693273 + 6.6949
693480 + 5.5454
693551 - 7.8358
693575 - 5.1363
693624 + 6.1865
693757 + 5.2536
693965 + 6.2858
694022 - 6.8212
694153 + 7.2303
694647 - 6.5293
694769 - 7.7249
694854 - 6.5293
695016 - 13.1875
695049 - 5.3093
695277 - 5.8883
695471 + 6.2858
695579 - 5.5719
695656 + 5.3529
695673 - 7.0838
695801 + 7.2303
695877 + 5.1363
696083 - 5.1628
696403 + 5.1628
696522 - 5.1628
696582 + 6.5048
696631 - 7.0838
696797 - 8.0167
697047 - 9.9642
697127 - 5.5719
697242 - 5.5719
697609 + 6.0957
697737 + 6.2974
697870 - 7.2568
697972 - 9.0314
698335 - 6.6747
698468 - 7.0838
698567 - 9.0314
698838 + 5.9810
699050 + 8.7687
699219 + 11.5027
699348 + 7.2303
699758 - 6.5048
700007 - 5.2536
700150 - 6.1865
700395 - 7.2568
700546 + 5.5719
700564 - 5.1628
700690 + 7.7249
701146 + 5.3529
701336 + 6.5293
701473 + 7.7249
701678 - 7.7249
701719 + 7.7249
701969 + 9.0314
702243 - 7.7249
702475 - 6.8477
702905 - 6.2974
703068 + 6.6747
703136 - 5.3093
703203 - 6.5048
703679 - 6.2974
703720 - 5.3093
703743 + 7.7249
704190 - 6.2974
704300 - 8.3596
704326 + 7.7249
704368 + 9.9642
704372 + 8.7687
704462 - 10.7162
704774 - 6.2974
704784 - 7.2568
704821 + 5.7620
704903 - 5.5719
705466 + 5.2536
706209 + 5.5719
706252 + 6.5293
706259 - 11.9118
706449 - 6.5048
706516 + 5.2536
706631 + 7.7249
707389 - 7.7249
708261 - 6.4783
708363 + 7.7249
708417 - 6.5293
708898 - 8.2333
709236 - 9.1778
709261 - 5.2536
709311 + 5.2536
709422 - 5.7773
709575 + 9.9642
709789 - 6.6747
709913 + 8.4524
710145 - 9.9642
711766 + 5.2536
712715 - 5.1628
712723 - 5.2536
713211 - 8.4524
713626 + 5.3093
713652 - 5.5719
713660 + 6.5048
713884 + 5.5719
714327 + 5.5719
714970 - 5.2536
715888 + 7.7249
716031 + 6.4783
716376 + 5.2536
716485 - 5.3093
716665 + 7.7249
716933 + 8.7687
717385 + 9.7016
717388 - 5.7773
718018 + 5.7620
718113 - 7.4929
718337 - 5.5454
718650 - 5.2827
718739 + 5.5719
719030 - 7.0838
719060 - 5.5454
719220 + 6.6747
719276 - 6.5048
719484 + 6.5293
719548 - 9.0314
719879 + 5.2536
719954 - 8.0432
720060 - 8.0432
720072 - 5.8883
720342 - 5.5719
720702 - 7.0838
721057 - 9.5551
721678 - 5.1628
723299 + 5.7620
723382 - 6.1865
723576 - 9.9642
724156 - 5.5719
724262 + 7.7249
724429 - 6.1865
724706 - 14.3831
724769 - 11.5027
724881 - 14.3831
724957 - 8.1632
725126 + 7.7249
725363 - 8.0167
725492 + 5.2536
725914 + 7.4929
726236 - 7.7249
726653 + 6.0957
726766 + 5.5719
727109 + 5.2536
727159 - 5.3093
727360 - 5.2536
727619 - 7.0838
727910 + 5.3093
727936 - 5.5719
728168 - 5.5719
728680 + 5.5719
729007 + 8.7687
729167 - 6.0957
729190 - 5.5719
729295 - 8.2333
729597 - 6.6949
729648 - 5.3093
729658 - 9.7016
729900 + 7.0838
730176 + 6.0957
730200 + 8.0432
730417 + 5.2536
730670 + 6.5048
731579 + 8.7687
731765 - 5.5719
731773 + 6.5048
731913 - 5.5719
732002 - 6.6747
732395 - 8.0167
732453 - 5.3093
732520 + 5.2536
732773 + 8.0167
733337 + 5.7773
733393 - 5.2536
733827 - 6.5048
734433 + 5.2536
734662 - 5.5719
734721 - 8.7687
734734 - 8.4524
734761 - 8.7687
734774 - 8.4524
734826 + 11.9118
734989 - 10.3071
735352 - 6.0692
735496 - 9.5551
735569 - 7.8358
735736 - 5.9810
736172 + 6.5293
736414 + 5.3529
736469 - 5.5719
736629 + 5.2536
736748 + 14.3831
737373 + 6.5048
737452 + 7.2303
738168 + 5.1628
738246 + 10.8971
738753 + 5.3093
738779 - 5.5719
739032 - 5.5454
739156 - 5.5454
739397 + 5.3093
739437 - 6.8212
739689 + 5.5719
739715 - 6.5048
740295 - 5.3093
740794 - 5.5719
740896 - 11.9118
741379 - 7.0838
741705 - 5.5719
742185 + 6.0957
742323 + 5.5719
742636 + 5.1628
742769 - 6.1865
742784 + 10.8971
742787 - 5.5454
742963 + 7.7249
743073 - 6.5048
743371 + 5.9810
743392 + 6.0692
743487 - 8.4524
743774 - 5.1363
743875 - 5.2536
744164 - 14.3831
744395 - 5.5719
744519 - 8.7687
744986 - 5.7184
745055 - 5.5719
745741 - 8.7687
745987 - 7.7249
746463 + 8.0432
746858 - 5.1628
746946 - 7.7249
746978 - 7.7249
747682 + 5.3093
747844 + 5.3093
748056 - 5.9810
748292 + 7.4267
748361 - 6.4783
748619 - 10.7162
748858 + 7.0838
748861 - 7.2303
748972 + 5.1628
749104 - 5.5719
749167 + 5.1628
749246 + 5.2536
749264 + 6.5293
749418 - 5.7773
749465 + 7.7249
749590 + 7.7249
749655 + 8.0432
749748 - 5.7773
749854 + 5.9810
749861 - 5.2536
749874 - 9.1778
749899 - 5.3093
751877 + 5.5719
752009 + 11.5027
752780 + 6.6747
752808 + 8.6223
753074 + 6.8477
753396 + 6.5048
753602 - 8.6223
753907 + 7.7249
753931 - 8.3596
753946 - 8.0432
754132 + 6.1509
754499 + 11.5027
754621 - 8.0432
754868 - 5.7773
755031 - 6.8212
755155 + 5.5719
755186 - 6.8212
755248 - 6.6949
755267 + 7.8358
755476 + 5.3529
755780 - 9.9642
755876 + 5.3529
756135 - 5.3529
756144 + 8.2333
756715 + 7.7249
757465 - 6.6949
757690 - 7.2568
757743 - 7.2568
757787 + 6.8212
758424 + 5.8883
759173 + 7.2303
759191 - 7.7249
759288 + 5.3093
759296 + 6.6949
759408 + 5.5719
759524 - 5.8883
759621 - 5.1628
759965 + 6.6747
760166 - 6.0957
760415 + 6.1865
760663 - 9.9642
760844 - 9.1778
760885 + 6.1865
761291 - 5.9810
761382 + 5.2536
761546 + 8.4524
761597 - 5.3093
761632 + 6.8477
761827 - 14.3831
762290 + 8.7687
762969 - 5.5719
763499 - 5.2536
763923 + 8.6223
763971 + 7.7249
764098 - 8.6223
764178 + 8.4524
764346 + 8.0432
764459 + 9.0314
764466 + 9.0314
764470 + 6.8212
764555 - 9.9642
764558 + 6.2974
765723 + 7.7249
765928 + 6.1865
766041 + 5.3093
766075 + 7.7249
766266 - 5.7773
766391 - 6.1865
766396 - 6.0957
766631 - 9.9642
766666 - 5.5719
767286 - 5.3093
767295 + 7.2303
767339 + 7.7249
767647 - 5.1363
767786 + 14.3831
767949 - 11.5027
768162 - 8.0432
768570 - 5.3093
768575 - 5.5719
768721 + 8.6223
769007 - 11.9118
769307 + 9.0314
769359 + 5.7620
770440 + 6.0957
770525 + 6.5293
770595 + 8.4524
770752 + 6.5048
770839 - 8.7687
770962 + 6.5293
771530 - 5.1628
771716 - 5.3093
771810 + 5.2536
772010 + 11.6491
772370 + 8.6223
772393 + 6.4783
772532 + 7.7249
773309 - 8.0167
773336 - 6.5048
773707 + 11.5027
773764 - 5.2536
773954 - 6.8212
774068 - 8.0432
774105 - 5.2827
774410 - 5.8883
774443 - 8.0432
774785 + 8.3596
774947 + 7.7249
775011 - 5.4792
775029 - 5.7773
775083 + 6.4121
775195 + 10.8971
775261 + 9.5551
775453 - 9.5551
775506 + 7.7249
775605 - 6.5293
775946 + 6.2974
776073 + 5.2536
776253 + 5.3093
776718 - 7.2303
776838 - 7.0838
776937 - 6.8212
777416 - 5.3093
777453 + 7.4929
777760 + 7.4929
777804 + 5.2827
778187 + 5.5454
778658 + 5.9810
778994 + 8.0432
779106 - 8.1632
779421 - 5.5719
779570 + 5.1363
780178 - 5.5454
780418 + 6.8477
780614 - 8.0432
780689 + 6.2974
780865 + 14.3831
781062 + 7.4267
781185 - 5.3529
781199 + 5.2536
781841 + 6.1865
782157 - 5.9810
782516 + 5.3529
782763 + 8.0167
783704 + 6.0957
783846 - 6.2974
784177 + 6.1865
784225 - 5.5719
784590 + 7.7249
784934 + 5.3093
784943 + 7.2303
785097 + 6.8212
786078 + 6.5293
786150 + 6.9139
786309 + 13.1875
786424 + 5.5719
786565 - 5.5719
786584 - 7.7249
786917 + 6.5048
786963 - 5.3093
787105 - 7.2568
787210 - 6.8212
788179 - 5.5719
788274 + 5.1628
788716 - 6.2858
789112 - 6.1865
789215 - 7.7249
789559 + 7.2568
789702 + 7.7249
790393 + 5.2536
790465 + 5.5719
790716 - 5.8883
791552 + 6.6949
791692 + 6.6949
791954 + 5.5719
792064 + 5.2536
792116 - 5.7773
792184 + 5.7773
792440 + 10.4880
792682 - 7.7249
792814 - 5.2536
793025 + 7.4267
793037 - 5.7773
793260 + 7.2568
793345 + 14.3831
793434 - 7.0838
793483 - 6.5293
793639 + 6.5048
793764 - 11.9118
793771 - 11.5027
793788 - 5.7773
794128 + 8.4524
794154 - 5.2536
794265 - 5.5719
794701 + 8.4524
795234 - 6.2858
795408 + 6.5048
795446 - 5.2536
795533 - 6.1865
795537 - 6.2974
795900 + 5.3093
796026 + 6.5048
796158 - 13.1875
796487 + 9.5551
796501 + 5.5719
797161 + 5.5719
797679 - 7.7249
797684 - 5.7773
797869 + 6.0957
797916 - 6.0957
798229 - 6.8212
798243 + 7.7249
798336 - 10.8971
798348 + 5.7620
798465 - 7.0838
798640 - 5.2536
798767 + 5.1628
799037 - 6.1865
799143 + 5.5719
799279 + 5.3093
799353 + 5.3093
799645 - 8.0167
799750 + 5.3529
799774 + 9.9642
799953 + 7.0838
800605 - 7.0838
800756 + 8.0432
800854 + 10.1107
801293 + 5.1628
801392 + 7.0838
801687 - 6.1509
801728 - 5.3093
801734 + 6.2858
802320 - 5.5719
802586 - 5.5719
803142 + 5.3093
803231 + 5.7773
803593 - 6.8212
803743 + 5.3529
803894 - 6.1865
804038 + 6.1865
804401 + 7.7249
804450 + 8.7687
804457 + 5.2536
804502 - 5.2536
804658 - 6.8212
804712 + 6.2858
804804 - 5.3529
805049 + 5.7184
805244 + 11.5027
805919 + 7.2303
805967 + 5.3529
805998 + 9.9642
806276 - 5.5719
806921 - 12.8447
807046 - 6.1865
807179 + 8.0432
808222 + 6.1865
808308 + 5.7620
808364 + 5.2827
808530 - 5.5719
808940 + 5.1363
809079 - 5.3093
809084 - 6.0957
809369 - 5.9810
809413 - 5.7773
809512 + 7.7249
809574 - 6.5048
809676 + 5.3093
809803 + 8.7687
809915 + 5.7773
809942 - 9.7016
810040 + 7.2568
810210 - 6.8212
810214 - 5.1628
810291 + 7.8358
810766 - 7.0838
811210 - 5.5454
812909 + 9.9642
812987 + 5.7773
812992 + 6.1865
813042 + 9.0314
813188 - 5.1628
813571 - 7.7249
813658 - 5.1628
813772 + 14.3831
813987 - 6.6949
814039 + 6.2858
814333 + 11.5027
814448 - 5.5719
814558 - 5.5719
814801 + 6.1865
814959 - 6.8212
814964 + 5.3093
814974 - 5.2536
815156 - 5.9810
815169 + 6.8212
815405 + 8.0167
816240 + 6.8212
816357 + 8.3596
816388 + 11.5027
816444 + 6.8212
816480 + 9.9642
816565 - 5.5719
817567 + 8.6223
817989 - 9.9642
818320 + 5.1628
818604 - 9.5551
818776 + 7.0838
818905 + 5.5719
819178 - 5.7773
819377 + 12.4356
819997 - 7.7249
820046 + 6.0957
820221 + 5.5719
820524 - 5.7620
821046 + 9.5551
821180 - 5.2536
821198 - 5.2536
821576 - 5.5719
821606 - 5.5719
821732 + 8.0432
821757 - 5.1628
822005 + 5.5719
822489 + 6.2858
822550 - 5.3529
822620 - 5.5719
823295 + 8.0167
823380 - 7.0838
823522 - 5.2536
823878 + 5.5719
823904 - 5.3093
824206 - 5.3093
824336 + 7.0838
825144 - 5.5719
825440 - 5.5719
825573 - 11.9118
825768 + 6.1865
825871 + 10.7162
826134 + 5.5719
826160 - 5.3093
826421 - 6.5048
826455 - 5.3093
826579 + 5.9810
826725 - 8.0432
828855 - 5.7773
829259 - 5.5719
829408 + 12.4356
829411 - 7.2303
829437 - 6.2974
829469 + 5.7184
829573 - 8.0167
829786 + 6.2974
830146 + 5.5719
830172 - 5.3093
830704 - 5.5719
831322 + 6.5048
831348 - 5.5719
831508 + 5.1363
831662 + 5.5719
832018 + 6.1865
832076 - 11.6491
832118 + 6.5293
832386 - 5.8883
832456 - 5.1628
832933 - 11.5027
833075 - 12.4356
833200 - 5.2536
833228 + 6.2858
833275 + 5.9810
833635 - 5.2827
833639 - 9.0314
833937 - 7.7249
834102 + 5.5719
834128 - 5.3093
834765 + 6.8477
834960 - 5.7773
835134 + 6.8212
835315 - 5.5719
835603 - 8.0167
835677 - 5.3093
836020 - 8.7687
836132 + 8.0432
836453 - 5.5719
836490 - 5.1363
836534 + 10.3071
836654 + 8.0167
836822 - 6.8212
837085 + 5.5719
837111 - 5.3093
837409 + 6.2974
837421 - 8.7687
837461 - 7.0838
837473 + 9.1778
837617 + 8.0432
837658 + 8.7687
837953 + 8.4524
838030 - 6.6747
838762 - 5.3093
838986 - 5.3529
839444 - 6.2974
840501 + 9.0314
840524 - 5.3093
840975 + 6.8212
840987 + 5.5719
841465 - 5.3093
842523 + 9.5551
843109 - 6.1865
843201 + 11.5027
843541 + 5.5719
843618 + 5.5719
843695 + 5.5719
843734 + 5.5719
843811 + 5.5719
843849 + 5.5719
843887 + 5.5719
843925 + 5.5719
844002 + 5.5719
844041 + 5.5719
844079 + 5.5719
844117 + 5.5719
844195 + 5.5719
844273 + 5.5719
844311 + 5.5719
844349 + 5.5719
844427 + 5.5719
844505 + 5.5719
844543 + 5.5719
844620 + 5.5719
844658 + 5.5719
844735 + 5.5719
844929 + 5.5719
845198 + 5.5719
845237 + 5.5719
845276 + 5.5719
845315 + 5.5719
845355 + 5.5719
845668 + 5.5719
845682 + 5.2536
845694 - 5.3093
846259 + 5.5719
847022 - 5.5719
847577 + 7.2303
847623 - 5.5454
847859 + 5.3093
848630 + 5.5454
849211 - 9.5551
849248 - 5.1363
849499 - 5.2536
849517 - 6.5293
849619 + 6.4121
849690 + 5.2536
849711 + 5.2536
849857 - 5.2536
850335 - 5.7773
850624 + 5.5454
850696 + 9.5551
851029 - 5.5719
851235 + 5.3093
851391 + 5.7773
851961 - 5.1628
852049 - 5.3093
852283 + 5.5719
852309 - 12.8447
852907 - 6.8212
853243 - 6.0692
853301 - 9.0314
853316 + 5.7773
853946 - 10.8971
854008 + 5.8883
854402 - 5.7773
855418 + 8.0167
855604 + 5.3529
855658 + 9.5551
855876 + 9.5551
856291 + 9.1778
856294 - 5.7773
856322 + 6.0692
856452 + 5.5719
856886 + 5.1363
857101 - 5.3093
857408 - 5.3093
857450 + 6.5293
857818 + 5.1628
858227 - 9.1778
859452 - 7.4929
859515 - 5.5719
859648 - 5.5719
859698 + 7.7249
859769 + 9.0314
860169 + 5.2536
860512 - 5.1628
860760 - 5.1363
860857 + 5.3093
861523 - 6.5048
861617 + 7.8358
861735 + 5.7773
861882 + 6.5293
861996 + 9.5551
862079 - 6.8477
862367 + 5.8883
862749 - 7.7249
862900 + 5.2536
863011 + 14.3831
863298 + 6.2974
863427 - 5.1628
863538 - 6.0957
863802 + 8.7687
863809 + 6.2974
863950 + 5.5719
864256 + 11.9118
865097 - 7.0838
865104 - 6.1865
865127 - 11.6491
865298 + 8.0432
865308 + 7.8358
865452 + 8.0432
865749 - 5.1628
865984 + 6.5048
